asset_id,longitude,latitude,taxonomy,num_buildings,built_up_area,structural_replacement_cost,structural_retrofit_cost,structural_insurance_limit,structural_insurance_deductible,nonstructural_replacement_cost,nonstructural_retrofit_cost,nonstructural_insurance_limit,nonstructural_insurance_deductible,contents_replacement_cost,contents_retrofit_cost,contents_insurance_limit,contents_insurance_deductible,downtime_cost,downtime_insurance_limit,downtime_insurance_deductible,day_occupants,night_occupants,transit_occupants
575,35.939054837767301,32.241343955303996,JOR-RCFw/oERD-6-F-T-F-F-T,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,120,72
576,35.939054837767301,32.241343955303996,JOR-RCFw/oERD-7-F-T-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35,140,84
577,35.939054837767301,32.241343955303996,JOR-RCFw/oERD-8-F-T-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40,160,96
578,35.939054837767301,32.241343955303996,JOR-RCFw/oERD-9-F-T-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,45,180,108
579,35.939054837767301,32.241343955303996,JOR-RCFw/oERD-10-F-T-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,200,120
580,35.939054837767301,32.241343955303996,JOR-MURadobe-1-T-F-F-F-T,41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,3
581,35.939054837767301,32.241343955303996,JOR-MURadobe-2-T-F-F-F-T,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,10,6
582,35.939054837767301,32.241343955303996,JOR-MURadobe-3-T-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,15,9
583,35.939054837767301,32.241343955303996,JOR-MURadobe-4-T-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,20,12
584,35.939054837767301,32.241343955303996,JOR-MURadobe-5-T-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,25,15
585,35.939054837767301,32.241343955303996,JOR-MURadobe-6-T-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,30,18
586,35.939054837767301,32.241343955303996,JOR-MURadobe-7-T-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,35,21
587,35.939054837767301,32.241343955303996,JOR-MURadobe-8-T-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,40,24
588,35.939054837767301,32.241343955303996,JOR-MURadobe-9-T-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,45,27
589,35.939054837767301,32.241343955303996,JOR-MURadobe-10-T-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,50,30
590,35.939054837767301,32.241343955303996,JOR-MURadobe-1-F-F-F-F-T,1220,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,3
591,35.939054837767301,32.241343955303996,JOR-MURadobe-2-F-F-F-F-T,223,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,10,6
592,35.939054837767301,32.241343955303996,JOR-MURadobe-3-F-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,15,9
593,35.939054837767301,32.241343955303996,JOR-MURadobe-4-F-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,20,12
594,35.939054837767301,32.241343955303996,JOR-MURadobe-5-F-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,25,15
595,35.939054837767301,32.241343955303996,JOR-MURadobe-6-F-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,30,18
596,35.939054837767301,32.241343955303996,JOR-MURadobe-7-F-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,35,21
597,35.939054837767301,32.241343955303996,JOR-MURadobe-8-F-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,40,24
598,35.939054837767301,32.241343955303996,JOR-MURadobe-9-F-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,45,27
599,35.939054837767301,32.241343955303996,JOR-MURadobe-10-F-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,50,30
600,35.804059805998506,31.179877552064632,JOR-MURmanufactured-1-T-F-F-F-T,27061,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,3
601,35.804059805998506,31.179877552064632,JOR-MURmanufactured-2-T-F-F-F-T,6980,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,10,6
602,35.804059805998506,31.179877552064632,JOR-MURmanufactured-3-T-F-F-F-T,1030,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,15,9
603,35.804059805998506,31.179877552064632,JOR-MURmanufactured-4-T-F-F-F-T,126,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,20,12
604,35.804059805998506,31.179877552064632,JOR-MURmanufactured-5-T-F-F-F-T,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,25,15
605,35.804059805998506,31.179877552064632,JOR-MURmanufactured-6-T-F-F-F-T,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,30,18
606,35.804059805998506,31.179877552064632,JOR-MURmanufactured-7-T-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,35,21
607,35.804059805998506,31.179877552064632,JOR-MURmanufactured-8-T-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,40,24
608,35.804059805998506,31.179877552064632,JOR-MURmanufactured-9-T-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,45,27
609,35.804059805998506,31.179877552064632,JOR-MURmanufactured-10-T-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,50,30
610,35.804059805998506,31.179877552064632,JOR-MURmanufactured-1-F-F-F-F-T,20612,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,3
611,35.804059805998506,31.179877552064632,JOR-MURmanufactured-2-F-F-F-F-T,5317,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,10,6
612,35.804059805998506,31.179877552064632,JOR-MURmanufactured-3-F-F-F-F-T,784,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,15,9
613,35.804059805998506,31.179877552064632,JOR-MURmanufactured-4-F-F-F-F-T,96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,20,12
614,35.804059805998506,31.179877552064632,JOR-MURmanufactured-5-F-F-F-F-T,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,25,15
615,35.804059805998506,31.179877552064632,JOR-MURmanufactured-6-F-F-F-F-T,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,30,18
616,35.804059805998506,31.179877552064632,JOR-MURmanufactured-7-F-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,35,21
617,35.804059805998506,31.179877552064632,JOR-MURmanufactured-8-F-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,40,24
618,35.804059805998506,31.179877552064632,JOR-MURmanufactured-9-F-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,45,27
619,35.804059805998506,31.179877552064632,JOR-MURmanufactured-10-F-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,50,30
620,35.804059805998506,31.179877552064632,JOR-RCFw/oERD-1-T-F-F-F-T,6063,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,20,12
621,35.804059805998506,31.179877552064632,JOR-RCFw/oERD-2-T-F-F-F-T,2291,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,40,24
622,35.804059805998506,31.179877552064632,JOR-RCFw/oERD-3-T-F-F-F-T,506,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,60,36
623,35.804059805998506,31.179877552064632,JOR-RCFw/oERD-4-T-F-F-F-T,140,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,80,48
624,35.804059805998506,31.179877552064632,JOR-RCFw/oERD-5-T-F-F-F-T,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,100,60
625,35.804059805998506,31.179877552064632,JOR-RCFw/oERD-6-T-F-F-F-T,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,120,72
626,35.804059805998506,31.179877552064632,JOR-RCFw/oERD-7-T-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35,140,84
627,35.804059805998506,31.179877552064632,JOR-RCFw/oERD-8-T-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40,160,96
628,35.804059805998506,31.179877552064632,JOR-RCFw/oERD-9-T-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,45,180,108
629,35.804059805998506,31.179877552064632,JOR-RCFw/oERD-10-T-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,200,120
630,35.804059805998506,31.179877552064632,JOR-RCFw/oERD-1-F-F-F-F-T,26535,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,20,12
631,35.804059805998506,31.179877552064632,JOR-RCFw/oERD-2-F-F-F-F-T,10024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,40,24
632,35.804059805998506,31.179877552064632,JOR-RCFw/oERD-3-F-F-F-F-T,2214,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,60,36
633,35.804059805998506,31.179877552064632,JOR-RCFw/oERD-4-F-F-F-F-T,612,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,80,48
634,35.804059805998506,31.179877552064632,JOR-RCFw/oERD-5-F-F-F-F-T,107,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,100,60
635,35.804059805998506,31.179877552064632,JOR-RCFw/oERD-6-F-F-F-F-T,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,120,72
636,35.804059805998506,31.179877552064632,JOR-RCFw/oERD-7-F-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35,140,84
637,35.804059805998506,31.179877552064632,JOR-RCFw/oERD-8-F-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40,160,96
638,35.804059805998506,31.179877552064632,JOR-RCFw/oERD-9-F-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,45,180,108
639,35.804059805998506,31.179877552064632,JOR-RCFw/oERD-10-F-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,200,120
640,35.804059805998506,31.179877552064632,JOR-MURsimplestone-1-T-F-F-F-T,1897,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,3
641,35.804059805998506,31.179877552064632,JOR-MURsimplestone-2-T-F-F-F-T,1007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,10,6
642,35.804059805998506,31.179877552064632,JOR-MURsimplestone-3-T-F-F-F-T,205,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,15,9
643,35.804059805998506,31.179877552064632,JOR-MURsimplestone-4-T-F-F-F-T,49,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,20,12
644,35.804059805998506,31.179877552064632,JOR-MURsimplestone-5-T-F-F-F-T,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,25,15
645,35.804059805998506,31.179877552064632,JOR-MURsimplestone-6-T-F-F-F-T,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,30,18
646,35.804059805998506,31.179877552064632,JOR-MURsimplestone-7-T-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,35,21
647,35.804059805998506,31.179877552064632,JOR-MURsimplestone-8-T-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,40,24
648,35.804059805998506,31.179877552064632,JOR-MURsimplestone-9-T-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,45,27
649,35.804059805998506,31.179877552064632,JOR-MURsimplestone-10-T-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,50,30
650,35.804059805998506,31.179877552064632,JOR-MURsimplestone-1-F-F-F-F-T,590,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,3
651,35.804059805998506,31.179877552064632,JOR-MURsimplestone-2-F-F-F-F-T,313,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,10,6
652,35.804059805998506,31.179877552064632,JOR-MURsimplestone-3-F-F-F-F-T,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,15,9
653,35.804059805998506,31.179877552064632,JOR-MURsimplestone-4-F-F-F-F-T,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,20,12
654,35.804059805998506,31.179877552064632,JOR-MURsimplestone-5-F-F-F-F-T,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,25,15
655,35.804059805998506,31.179877552064632,JOR-MURsimplestone-6-F-F-F-F-T,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,30,18
656,35.804059805998506,31.179877552064632,JOR-MURsimplestone-7-F-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,35,21
657,35.804059805998506,31.179877552064632,JOR-MURsimplestone-8-F-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,40,24
658,35.804059805998506,31.179877552064632,JOR-MURsimplestone-9-F-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,45,27
659,35.804059805998506,31.179877552064632,JOR-MURsimplestone-10-F-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,50,30
660,35.804059805998506,31.179877552064632,JOR-RCFw/oERD-1-T-T-F-F-T,4052,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,20,12
661,35.804059805998506,31.179877552064632,JOR-RCFw/oERD-2-T-T-F-F-T,2948,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,40,24
662,35.804059805998506,31.179877552064632,JOR-RCFw/oERD-3-T-T-F-F-T,881,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,60,36
663,35.804059805998506,31.179877552064632,JOR-RCFw/oERD-4-T-T-F-F-T,280,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,80,48
664,35.804059805998506,31.179877552064632,JOR-RCFw/oERD-5-T-T-F-F-T,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,100,60
665,35.804059805998506,31.179877552064632,JOR-RCFw/oERD-6-T-T-F-F-T,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,120,72
666,35.804059805998506,31.179877552064632,JOR-RCFw/oERD-7-T-T-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35,140,84
667,35.804059805998506,31.179877552064632,JOR-RCFw/oERD-8-T-T-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40,160,96
668,35.804059805998506,31.179877552064632,JOR-RCFw/oERD-9-T-T-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,45,180,108
669,35.804059805998506,31.179877552064632,JOR-RCFw/oERD-10-T-T-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,200,120
670,35.804059805998506,31.179877552064632,JOR-RCFw/oERD-1-F-T-F-F-T,1923,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,20,12
671,35.804059805998506,31.179877552064632,JOR-RCFw/oERD-2-F-T-F-F-T,1399,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,40,24
672,35.804059805998506,31.179877552064632,JOR-RCFw/oERD-3-F-T-F-F-T,418,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,60,36
673,35.804059805998506,31.179877552064632,JOR-RCFw/oERD-4-F-T-F-F-T,133,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,80,48
674,35.804059805998506,31.179877552064632,JOR-RCFw/oERD-5-F-T-F-F-T,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,100,60
675,35.804059805998506,31.179877552064632,JOR-RCFw/oERD-6-F-T-F-F-T,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,120,72
676,35.804059805998506,31.179877552064632,JOR-RCFw/oERD-7-F-T-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35,140,84
677,35.804059805998506,31.179877552064632,JOR-RCFw/oERD-8-F-T-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40,160,96
678,35.804059805998506,31.179877552064632,JOR-RCFw/oERD-9-F-T-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,45,180,108
679,35.804059805998506,31.179877552064632,JOR-RCFw/oERD-10-F-T-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,200,120
680,35.804059805998506,31.179877552064632,JOR-MURadobe-1-T-F-F-F-T,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,3
681,35.804059805998506,31.179877552064632,JOR-MURadobe-2-T-F-F-F-T,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,10,6
682,35.804059805998506,31.179877552064632,JOR-MURadobe-3-T-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,15,9
683,35.804059805998506,31.179877552064632,JOR-MURadobe-4-T-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,20,12
684,35.804059805998506,31.179877552064632,JOR-MURadobe-5-T-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,25,15
685,35.804059805998506,31.179877552064632,JOR-MURadobe-6-T-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,30,18
686,35.804059805998506,31.179877552064632,JOR-MURadobe-7-T-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,35,21
687,35.804059805998506,31.179877552064632,JOR-MURadobe-8-T-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,40,24
688,35.804059805998506,31.179877552064632,JOR-MURadobe-9-T-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,45,27
689,35.804059805998506,31.179877552064632,JOR-MURadobe-10-T-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,50,30
690,35.804059805998506,31.179877552064632,JOR-MURadobe-1-F-F-F-F-T,1282,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,3
691,35.804059805998506,31.179877552064632,JOR-MURadobe-2-F-F-F-F-T,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,10,6
692,35.804059805998506,31.179877552064632,JOR-MURadobe-3-F-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,15,9
693,35.804059805998506,31.179877552064632,JOR-MURadobe-4-F-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,20,12
694,35.804059805998506,31.179877552064632,JOR-MURadobe-5-F-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,25,15
695,35.804059805998506,31.179877552064632,JOR-MURadobe-6-F-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,30,18
696,35.804059805998506,31.179877552064632,JOR-MURadobe-7-F-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,35,21
697,35.804059805998506,31.179877552064632,JOR-MURadobe-8-F-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,40,24
698,35.804059805998506,31.179877552064632,JOR-MURadobe-9-F-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,45,27
699,35.804059805998506,31.179877552064632,JOR-MURadobe-10-F-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,50,30
700,36.563419654274547,30.346988189125046,JOR-MURmanufactured-1-T-F-F-F-T,16329,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,3
701,36.563419654274547,30.346988189125046,JOR-MURmanufactured-2-T-F-F-F-T,4540,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,10,6
702,36.563419654274547,30.346988189125046,JOR-MURmanufactured-3-T-F-F-F-T,1085,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,15,9
703,36.563419654274547,30.346988189125046,JOR-MURmanufactured-4-T-F-F-F-T,152,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,20,12
704,36.563419654274547,30.346988189125046,JOR-MURmanufactured-5-T-F-F-F-T,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,25,15
705,36.563419654274547,30.346988189125046,JOR-MURmanufactured-6-T-F-F-F-T,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,30,18
706,36.563419654274547,30.346988189125046,JOR-MURmanufactured-7-T-F-F-F-T,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,35,21
707,36.563419654274547,30.346988189125046,JOR-MURmanufactured-8-T-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,40,24
708,36.563419654274547,30.346988189125046,JOR-MURmanufactured-9-T-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,45,27
709,36.563419654274547,30.346988189125046,JOR-MURmanufactured-10-T-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,50,30
710,36.563419654274547,30.346988189125046,JOR-MURmanufactured-1-F-F-F-F-T,14839,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,3
711,36.563419654274547,30.346988189125046,JOR-MURmanufactured-2-F-F-F-F-T,4125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,10,6
712,36.563419654274547,30.346988189125046,JOR-MURmanufactured-3-F-F-F-F-T,986,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,15,9
713,36.563419654274547,30.346988189125046,JOR-MURmanufactured-4-F-F-F-F-T,138,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,20,12
714,36.563419654274547,30.346988189125046,JOR-MURmanufactured-5-F-F-F-F-T,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,25,15
715,36.563419654274547,30.346988189125046,JOR-MURmanufactured-6-F-F-F-F-T,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,30,18
716,36.563419654274547,30.346988189125046,JOR-MURmanufactured-7-F-F-F-F-T,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,35,21
717,36.563419654274547,30.346988189125046,JOR-MURmanufactured-8-F-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,40,24
718,36.563419654274547,30.346988189125046,JOR-MURmanufactured-9-F-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,45,27
719,36.563419654274547,30.346988189125046,JOR-MURmanufactured-10-F-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,50,30
720,36.563419654274547,30.346988189125046,JOR-RCFw/oERD-1-T-F-F-F-T,626,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,20,12
721,36.563419654274547,30.346988189125046,JOR-RCFw/oERD-2-T-F-F-F-T,146,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,40,24
722,36.563419654274547,30.346988189125046,JOR-RCFw/oERD-3-T-F-F-F-T,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,60,36
723,36.563419654274547,30.346988189125046,JOR-RCFw/oERD-4-T-F-F-F-T,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,80,48
724,36.563419654274547,30.346988189125046,JOR-RCFw/oERD-5-T-F-F-F-T,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,100,60
725,36.563419654274547,30.346988189125046,JOR-RCFw/oERD-6-T-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,120,72
726,36.563419654274547,30.346988189125046,JOR-RCFw/oERD-7-T-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35,140,84
727,36.563419654274547,30.346988189125046,JOR-RCFw/oERD-8-T-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40,160,96
728,36.563419654274547,30.346988189125046,JOR-RCFw/oERD-9-T-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,45,180,108
729,36.563419654274547,30.346988189125046,JOR-RCFw/oERD-10-T-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,200,120
730,36.563419654274547,30.346988189125046,JOR-RCFw/oERD-1-F-F-F-F-T,8338,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,20,12
731,36.563419654274547,30.346988189125046,JOR-RCFw/oERD-2-F-F-F-F-T,1945,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,40,24
732,36.563419654274547,30.346988189125046,JOR-RCFw/oERD-3-F-F-F-F-T,829,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,60,36
733,36.563419654274547,30.346988189125046,JOR-RCFw/oERD-4-F-F-F-F-T,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,80,48
734,36.563419654274547,30.346988189125046,JOR-RCFw/oERD-5-F-F-F-F-T,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,100,60
735,36.563419654274547,30.346988189125046,JOR-RCFw/oERD-6-F-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,120,72
736,36.563419654274547,30.346988189125046,JOR-RCFw/oERD-7-F-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35,140,84
737,36.563419654274547,30.346988189125046,JOR-RCFw/oERD-8-F-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40,160,96
738,36.563419654274547,30.346988189125046,JOR-RCFw/oERD-9-F-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,45,180,108
739,36.563419654274547,30.346988189125046,JOR-RCFw/oERD-10-F-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,200,120
740,36.563419654274547,30.346988189125046,JOR-MURsimplestone-1-T-F-F-F-T,403,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,3
741,36.563419654274547,30.346988189125046,JOR-MURsimplestone-2-T-F-F-F-T,260,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,10,6
