Adm0,Adm1,ConstructionMaterial,RuralOrUrban,Total_nr_bdgs_mat,1,2,3,4,5,6,7,8,9,10,unknown_floor_nr,-1949,1950-1959,1960-1969,1970-1979,1980-1984,1985-1989,1990-1994,1995-1999,2000,2001,2002,2003,2004,unknown_year
JOR,Madaba,Cut Stone & Concrete,urban,1830,0.3142076503,0.5092896175,0.1519125683,0.0218579235,0.0021857923,0.0005464481,0,0,0,0,0,0.0163934426,0.0371584699,0.0699453552,0.1256830601,0.1273224044,0.1240437158,0.1732240437,0.1579234973,0.0382513661,0.0218579235,0.0371584699,0.0256830601,0.0207650273,0.0245901639
JOR,Madaba,Cut Stone & Concrete,rural,688,0.6308139535,0.3401162791,0.0276162791,0,0.0014534884,0,0,0,0,0,0,0,0.0087209302,0.0159883721,0.0755813953,0.0799418605,0.1264534884,0.2020348837,0.2165697674,0.0421511628,0.0450581395,0.0479651163,0.0552325581,0.0523255814,0.0319767442
JOR,Madaba,Mud Bricks & Rubble,urban,15,0.9333333333,0.0666666667,0,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0,0,0,0.0666666667,0,0,0,0,0.0666666667,0,0.0666666667
JOR,Madaba,Mud Bricks & Rubble,rural,65,0.8923076923,0.1076923077,0,0,0,0,0,0,0,0,0,0.2,0.4615384615,0.1076923077,0.0769230769,0.0153846154,0.0153846154,0,0.0307692308,0,0,0.0153846154,0,0,0.0769230769
JOR,Mafraq,Cement Bricks,urban,7426,0.7328305952,0.2421222731,0.0242391597,0.00067331,0,0,0.000134662,0,0,0,0,0.001077296,0.003231888,0.0410719095,0.1762725559,0.2001077296,0.1260436305,0.1518987342,0.1329113924,0.0328575276,0.0265284137,0.0263937517,0.0215459197,0.0204686238,0.0395906275
JOR,Mafraq,Cement Bricks,rural,26655,0.9314575127,0.066966798,0.0014631401,0,7.5032826861752E-005,3.7516413430876E-005,0,0,0,0,0,0.0006752954,0.0025511161,0.0252110298,0.1306321516,0.1495404239,0.1320577753,0.1908084787,0.1611329957,0.0452072782,0.0299005815,0.0330144438,0.0331645095,0.0217970362,0.0443068843
JOR,Mafraq,Concrete,urban,341,0.6803519062,0.3108504399,0.008797654,0,0,0,0,0,0,0,0,0,0.0029325513,0.0058651026,0.1612903226,0.2697947214,0.1319648094,0.211143695,0.1319648094,0.0146627566,0.008797654,0.0234604106,0.0175953079,0.0146627566,0.0058651026
JOR,Mafraq,Concrete,rural,686,0.9314868805,0.0626822157,0.0029154519,0,0.0029154519,0,0,0,0,0,0,0,0,0.0481049563,0.1443148688,0.1559766764,0.1195335277,0.2376093294,0.1486880466,0.0306122449,0.0131195335,0.0349854227,0.0087463557,0.0160349854,0.0422740525
JOR,Mafraq,Cut Stone,urban,249,0.5341365462,0.3775100402,0.0522088353,0.0321285141,0,0.0040160643,0,0,0,0,0,0,0.0120481928,0.0200803213,0.0522088353,0.0722891566,0.1285140562,0.2008032129,0.2369477912,0.0602409639,0.0602409639,0.0481927711,0.0361445783,0.0361445783,0.0361445783
JOR,Mafraq,Cut Stone,rural,466,0.7725321888,0.2124463519,0.0107296137,0.0042918455,0,0,0,0,0,0,0,0.0386266094,0.0042918455,0.0214592275,0.1008583691,0.0965665236,0.1072961373,0.1802575107,0.186695279,0.0729613734,0.0472103004,0.0450643777,0.0515021459,0.0214592275,0.025751073
JOR,Mafraq,Cut Stone & Concrete,urban,1823,0.532638508,0.3823368075,0.0800877674,0.0038398245,0.0005485464,0.0005485464,0,0,0,0,0,0.0021941854,0.0043883708,0.0345584202,0.1036752606,0.1398793198,0.1025781679,0.1695008228,0.1843115743,0.0537575425,0.0274273176,0.0285244103,0.0455293472,0.0405924301,0.0630828305
JOR,Mafraq,Cut Stone & Concrete,rural,959,0.7685088634,0.2200208551,0.0114702815,0,0,0,0,0,0,0,0,0.0052137643,0.0072992701,0.0218978102,0.0740354536,0.0823774765,0.1147028154,0.1866527633,0.2054223149,0.0740354536,0.0479666319,0.0448383733,0.0364963504,0.046923879,0.0521376434
JOR,Mafraq,Mud Bricks & Rubble,urban,122,1,0,0,0,0,0,0,0,0,0,0,0.0573770492,0.1475409836,0.368852459,0.2131147541,0,0,0.0163934426,0,0,0,0,0,0,0.1967213115
JOR,Mafraq,Mud Bricks & Rubble,rural,246,1,0,0,0,0,0,0,0,0,0,0,0.1016260163,0.0731707317,0.2357723577,0.3089430894,0.093495935,0.0365853659,0.0243902439,0.0040650407,0.0040650407,0.0040650407,0,0.0040650407,0.0040650407,0.1056910569
JOR,Tafilah,Cement Bricks,urban,4182,0.6977522716,0.2486848398,0.0473457676,0.0054997609,0.0007173601,0,0,0,0,0,0,0,0.0014347202,0.0231946437,0.0829746533,0.2398373984,0.1348637016,0.2130559541,0.1795791487,0.0337159254,0.0191296031,0.0231946437,0.0191296031,0.0193687231,0.0105212817
JOR,Tafilah,Cement Bricks,rural,3152,0.7100253807,0.2642766497,0.0253807107,0.0003172589,0,0,0,0,0,0,0,0,0.0006345178,0.0044416244,0.0615482234,0.1389593909,0.1170685279,0.2312817259,0.225571066,0.0561548223,0.0399746193,0.0361675127,0.0263324873,0.0263324873,0.0355329949
JOR,Tafilah,Concrete,urban,2642,0.7331566995,0.2081756245,0.0507191522,0.0068130204,0.0011355034,0,0,0,0,0,0,0.0007570023,0.0026495079,0.1245268736,0.491672975,0.1922785768,0.0825132475,0.0321725965,0.0219530659,0.0052990159,0.0034065102,0.0022710068,0.0041635125,0.0011355034,0.0352006056
JOR,Tafilah,Concrete,rural,1161,0.826873385,0.1602067183,0.0129198966,0,0,0,0,0,0,0,0,0,0.0043066322,0.0921619294,0.5064599483,0.2170542636,0.0904392765,0.037037037,0.0206718346,0.0043066322,0.0017226529,0.0017226529,0.0017226529,0.0008613264,0.0215331611
JOR,Tafilah,Cut Stone,urban,64,0.375,0.484375,0.09375,0.046875,0,0,0,0,0,0,0,0.015625,0,0,0.125,0.078125,0.140625,0.21875,0.140625,0.0625,0.03125,0.046875,0.0625,0.046875,0.03125
JOR,Tafilah,Cut Stone,rural,52,0.5192307692,0.3846153846,0.0769230769,0.0192307692,0,0,0,0,0,0,0,0,0,0,0.0192307692,0.0384615385,0,0.2692307692,0.2884615385,0.1538461538,0.0769230769,0.0384615385,0.0576923077,0.0576923077,0
JOR,Tafilah,Cut Stone & Concrete,urban,210,0.2523809524,0.5095238095,0.180952381,0.0523809524,0.0047619048,0,0,0,0,0,0,0.0285714286,0.0142857143,0.0857142857,0.2238095238,0.1619047619,0.1095238095,0.1285714286,0.119047619,0.0619047619,0.0047619048,0.0142857143,0.0238095238,0.019047619,0.0047619048
JOR,Tafilah,Cut Stone & Concrete,rural,79,0.5189873418,0.3670886076,0.0886075949,0.0253164557,0,0,0,0,0,0,0,0,0,0.0126582278,0.0759493671,0.0253164557,0.0379746835,0.1139240506,0.253164557,0.1139240506,0.0759493671,0.0379746835,0.1012658228,0.0886075949,0.0632911392
JOR,Tafilah,Mud Bricks & Rubble,urban,44,0.9545454545,0.0454545455,0,0,0,0,0,0,0,0,0,0.1136363636,0.1590909091,0.4545454545,0.1818181818,0.0227272727,0.0227272727,0,0,0,0,0,0,0,0.0454545455
JOR,Tafilah,Mud Bricks & Rubble,rural,70,0.9857142857,0.0142857143,0,0,0,0,0,0,0,0,0,0.0857142857,0.0857142857,0.4571428571,0.1857142857,0.0142857143,0.0142857143,0,0.0142857143,0,0,0,0,0,0.1428571429
JOR,Zarqa,Cement Bricks,urban,54496,0.4055710511,0.3776240458,0.1661406342,0.0448840282,0.0053031415,0.0004220493,5.50499119201409E-005,0,0,0,0,0.0015413975,0.0147166765,0.0816206694,0.2481650029,0.1940692895,0.135642983,0.1458639166,0.0947225484,0.0206620669,0.0136340282,0.0133771286,0.0114320317,0.0104411333,0.0141111274
JOR,Zarqa,Cement Bricks,rural,7446,0.8454203599,0.1455815203,0.0088638195,0.0001343003,0,0,0,0,0,0,0,0.0010744024,0.00456621,0.0225624496,0.1341659952,0.1152296535,0.1199301638,0.1991673382,0.1874832125,0.0537201182,0.0278001612,0.0416330916,0.0287402632,0.0279344615,0.0359924792
JOR,Zarqa,Concrete,urban,4302,0.4365411437,0.3038121804,0.2017666202,0.0481171548,0.0081357508,0.0009298001,0.0006973501,0,0,0,0,0.0025569503,0.0388191539,0.049976755,0.2991631799,0.1252905625,0.1448163645,0.1541143654,0.1055323106,0.0234774523,0.0148768015,0.0139470014,0.0148768015,0.0086006509,0.0039516504
JOR,Zarqa,Concrete,rural,97,0.793814433,0.206185567,0,0,0,0,0,0,0,0,0,0,0.0103092784,0.0515463918,0.412371134,0.0309278351,0.0618556701,0.1546391753,0.0927835052,0.0721649485,0.0309278351,0.0206185567,0.0206185567,0.0206185567,0.0206185567
JOR,Zarqa,Cut Stone,urban,2357,0.2855324565,0.4369961816,0.1726771319,0.0755197285,0.0229104794,0.0033941451,0.0016970725,0.0008485363,0.0004242681,0,0,0.0038184132,0.0173949936,0.0509121765,0.1183708104,0.111158252,0.1298260501,0.1756470089,0.1892235893,0.0466694951,0.0436996182,0.0352142554,0.0364870598,0.0284259652,0.0131523123
JOR,Zarqa,Cut Stone,rural,127,0.6299212598,0.3543307087,0.0157480315,0,0,0,0,0,0,0,0,0,0,0.0236220472,0.1023622047,0.0866141732,0.1417322835,0.1732283465,0.2047244094,0.0708661417,0.0551181102,0.0393700787,0.0236220472,0.062992126,0.0157480315
JOR,Zarqa,Cut Stone & Concrete,urban,8691,0.283971925,0.3905189276,0.2000920492,0.0921643079,0.0289955126,0.0034518467,0.0005753078,0.0001150616,0,0.0001150616,0,0.0021861696,0.0214014498,0.0614428719,0.1373835002,0.1256472213,0.1239212979,0.1637325969,0.1775399839,0.0430330227,0.0348636521,0.0360142676,0.0301461282,0.0316419284,0.0110459096
JOR,Zarqa,Cut Stone & Concrete,rural,179,0.6201117318,0.3519553073,0.0279329609,0,0,0,0,0,0,0,0,0.0055865922,0,0.0111731844,0.0558659218,0.0391061453,0.1620111732,0.1787709497,0.2625698324,0.1061452514,0.0223463687,0.0502793296,0.0279329609,0.0726256983,0.0055865922
JOR,Zarqa,Mud Bricks & Rubble,urban,940,0.9734042553,0.0265957447,0,0,0,0,0,0,0,0,0,0.0914893617,0.4946808511,0.2446808511,0.1180851064,0.0117021277,0.0053191489,0.0074468085,0.0021276596,0.0021276596,0,0.0042553191,0.0021276596,0.0021276596,0.0138297872
JOR,Zarqa,Mud Bricks & Rubble,rural,67,1,0,0,0,0,0,0,0,0,0,0,0.0746268657,0.2089552239,0.2985074627,0.2537313433,0.0895522388,0,0.0149253731,0.0298507463,0,0.0298507463,0,0,0,0
