Adm0,Adm1,Adm2,ConstructionMaterial,NrBuildings,1,2,3,4,5,6,unknown_floor_nr,-1948,1948-1967,1968-1977,1978-1987,1988-1997,1998-2008,unknown_year
PSE,Gaza Strip,Deir Al-Balah,Cement Block,23102,0.5211024678,0.2625099507,0.1274108627,0.0547672584,0.0204949513,0.009070849,0.0046436602,0.0035096412,0.1250258062,0.0970312565,0.1556216194,0.2557496181,0.3097155126,0.0533465461
PSE,Gaza Strip,Deir Al-Balah,Concrete,9,0.5211024678,0.2625099507,0.1274108627,0.0547672584,0.0204949513,0.009070849,0.0046436602,0.0035096412,0.1250258062,0.0970312565,0.1556216194,0.2557496181,0.3097155126,0.0533465461
PSE,Gaza Strip,Deir Al-Balah,Stone and Concrete,44,0.5211024678,0.2625099507,0.1274108627,0.0547672584,0.0204949513,0.009070849,0.0046436602,0.0035096412,0.1250258062,0.0970312565,0.1556216194,0.2557496181,0.3097155126,0.0533465461
PSE,Gaza Strip,Deir Al-Balah,Cleaned Stone,192,0.5211024678,0.2625099507,0.1274108627,0.0547672584,0.0204949513,0.009070849,0.0046436602,0.0035096412,0.1250258062,0.0970312565,0.1556216194,0.2557496181,0.3097155126,0.0533465461
PSE,Gaza Strip,Khan Yunis,Unknown,18,0.5211024678,0.2625099507,0.1274108627,0.0547672584,0.0204949513,0.009070849,0.0046436602,0.0081216096,0.1084005026,0.1297618683,0.1995157682,0.2419013761,0.3019093444,0.0103895308
PSE,Gaza Strip,Khan Yunis,Other,617,0.5211024678,0.2625099507,0.1274108627,0.0547672584,0.0204949513,0.009070849,0.0046436602,0.0081216096,0.1084005026,0.1297618683,0.1995157682,0.2419013761,0.3019093444,0.0103895308
PSE,Gaza Strip,Khan Yunis,Old Stone,96,0.5211024678,0.2625099507,0.1274108627,0.0547672584,0.0204949513,0.009070849,0.0046436602,0.0081216096,0.1084005026,0.1297618683,0.1995157682,0.2419013761,0.3019093444,0.0103895308
PSE,Gaza Strip,Khan Yunis,Adobe Clay,10,0.5211024678,0.2625099507,0.1274108627,0.0547672584,0.0204949513,0.009070849,0.0046436602,0.0081216096,0.1084005026,0.1297618683,0.1995157682,0.2419013761,0.3019093444,0.0103895308
PSE,Gaza Strip,Khan Yunis,Cement Block,31692,0.5211024678,0.2625099507,0.1274108627,0.0547672584,0.0204949513,0.009070849,0.0046436602,0.0081216096,0.1084005026,0.1297618683,0.1995157682,0.2419013761,0.3019093444,0.0103895308
PSE,Gaza Strip,Khan Yunis,Concrete,19,0.5211024678,0.2625099507,0.1274108627,0.0547672584,0.0204949513,0.009070849,0.0046436602,0.0081216096,0.1084005026,0.1297618683,0.1995157682,0.2419013761,0.3019093444,0.0103895308
PSE,Gaza Strip,Khan Yunis,Stone and Concrete,162,0.5211024678,0.2625099507,0.1274108627,0.0547672584,0.0204949513,0.009070849,0.0046436602,0.0081216096,0.1084005026,0.1297618683,0.1995157682,0.2419013761,0.3019093444,0.0103895308
PSE,Gaza Strip,Khan Yunis,Cleaned Stone,216,0.5211024678,0.2625099507,0.1274108627,0.0547672584,0.0204949513,0.009070849,0.0046436602,0.0081216096,0.1084005026,0.1297618683,0.1995157682,0.2419013761,0.3019093444,0.0103895308
PSE,Gaza Strip,Rafah,Unknown,73,0.5211024678,0.2625099507,0.1274108627,0.0547672584,0.0204949513,0.009070849,0.0046436602,0.001801709,0.1360032946,0.0593019664,0.1488726449,0.2312879646,0.349325646,0.0734067744
PSE,Gaza Strip,Rafah,Other,411,0.5211024678,0.2625099507,0.1274108627,0.0547672584,0.0204949513,0.009070849,0.0046436602,0.001801709,0.1360032946,0.0593019664,0.1488726449,0.2312879646,0.349325646,0.0734067744
PSE,Gaza Strip,Rafah,Old Stone,104,0.5211024678,0.2625099507,0.1274108627,0.0547672584,0.0204949513,0.009070849,0.0046436602,0.001801709,0.1360032946,0.0593019664,0.1488726449,0.2312879646,0.349325646,0.0734067744
PSE,Gaza Strip,Rafah,Adobe Clay,2,0.5211024678,0.2625099507,0.1274108627,0.0547672584,0.0204949513,0.009070849,0.0046436602,0.001801709,0.1360032946,0.0593019664,0.1488726449,0.2312879646,0.349325646,0.0734067744
PSE,Gaza Strip,Rafah,Cement Block,18730,0.5211024678,0.2625099507,0.1274108627,0.0547672584,0.0204949513,0.009070849,0.0046436602,0.001801709,0.1360032946,0.0593019664,0.1488726449,0.2312879646,0.349325646,0.0734067744
PSE,Gaza Strip,Rafah,Concrete,34,0.5211024678,0.2625099507,0.1274108627,0.0547672584,0.0204949513,0.009070849,0.0046436602,0.001801709,0.1360032946,0.0593019664,0.1488726449,0.2312879646,0.349325646,0.0734067744
PSE,Gaza Strip,Rafah,Stone and Concrete,88,0.5211024678,0.2625099507,0.1274108627,0.0547672584,0.0204949513,0.009070849,0.0046436602,0.001801709,0.1360032946,0.0593019664,0.1488726449,0.2312879646,0.349325646,0.0734067744
PSE,Gaza Strip,Rafah,Cleaned Stone,216,0.5211024678,0.2625099507,0.1274108627,0.0547672584,0.0204949513,0.009070849,0.0046436602,0.001801709,0.1360032946,0.0593019664,0.1488726449,0.2312879646,0.349325646,0.0734067744
